;Sec;Wind;Rpm;Omega;Lambda;Cp;Power;Torque;LoadTorque;GenPower;;
0;0;8,33333333333333;39,1981146741834;4,10481676915181;0,01256637;0,0193314431899908;20,5250001435716;195,999323370917;0,005;3,84123048118484E-07;;
10;1;8,50783081684584;43,1703668334506;4,52079002220723;0,525174065219648;0,0111;12,5412880702212;2,72945074834188;0,213335795284121;4,65920142667752E-07;;
20;2;8,68211570205396;47,9641705886093;5,02279595299652;0,5728055514434;0,0111;13,3279181117671;2,60717815575195;0,237451218462681;5,75140414488163E-07;;
30;3;8,8559756496716;52,1254531335549;5,45856442078259;0,614391579701582;0,0113799667826811;14,5014979341424;2,5650811774038;0,851888032108656;6,72780887565753E-07;;
40;4;9,02919883813366;56,3812221193623;5,90422748503409;0,651966279093373;0,0128480924562501;17,351975815279;2,8349482753991;0,974143368136407;7,86502114970136E-07;;
50;5;9,20157422166798;61,0907484004477;6,39740789980778;0,693334706994537;0,0146963621554106;21,0067504235567;3,16475172594501;1,1186411332782;5,16362011325869;;
60;6;9,37289178742213;65,7073742932648;6,88085980914712;0,72880304150779;0,0164697382911872;24,8811320784369;3,56907993021519;1,18800247270056;5,97353783042976;;
70;7;9,54294281133167;70,8030196403199;7,41447451597939;0,771008858079771;0,0188009834953229;29,9771375890074;3,99078458801517;1,27960301307162;6,93596595664681;;
80;8;9,71152011241833;76,6394281892953;8,02566176012596;0,819683882072034;0,0217792150826309;36,5987704255016;4,50166583100335;1,38441779974786;8,12658167025466;;
90;9;9,87841830520807;83,3874842028266;8,73231649884895;0,876309353481944;0,0256209538900115;45,3127230832533;5,12319212079577;1,50549190616545;9,62066595416165;;
100;10;10,0822171753779;91,2610908635792;9,5568386199613;0,93906770348901;0,0303335171265129;57,0365886823185;5,89400467995141;1,64659395909662;11,5232425691141;;
110;11;10,2451494258291;100,543266669733;10,5288657498378;1,01745259856491;0,0368581541420819;72,7195365380187;6,82224452696276;1,81286743400959;13,9865104952581;;
120;12;10,4057996741285;111,527323977658;11,6791134851094;1,11040849224261;0,045459673237369;93,9756464337514;7,95063168129605;2,00951753687313;17,2094089985263;;
130;13;10,5639721926949;124,578266092864;13,0458048806782;1,22092277397156;0,0568126073294328;122,882234086305;9,31039008039561;2,24310193115074;21,4727642820934;;
140;14;10,719474272679;140,103961378611;14,6716518095778;1,35226877980432;0,0717430014993979;162,129719198973;10,9266945455442;2,52098390475582;27,1584026322857;;
150;15;10,8721164587495;158,532077903367;16,6014395650211;1,50779036164969;0,0911872769544369;215,000348429766;12,8096926576216;2,85094358675727;34,7726425946302;;
160;16;11,0217127799155;180,268130082208;18,8776335151763;1,69052998056061;0,116074872891152;285,133414128447;14,9434389134735;3,24045154415189;44,9615526614987;;
170;17;11,1680809761033;205,632402490603;21,5337737807153;1,90268928677302;0,147104336504874;375,944527769803;17,2744298941493;3,69555774078264;58,5041254785685;;
180;18;11,3110427202119;234,77991404796;24,5860939041239;2,1449656313022;0,184412044268677;489,620777937322;19,7038844839874;4,21945680882901;76,2649994171167;;
190;19;11,4504238353778;267,617346326952;28,0248216030218;2,41588893649762;0,227200109860469;625,800424504212;22,0893234434743;4,81096383740478;99,090475537562;;
200;20;11,6248258188827;303,765153292659;31,8102109115189;2,70231804644742;0,27208457808555;784,19834042605;24,382375731293;5,46331801342687;127,667189102126;;
210;21;11,7565408022443;342,71129892051;35,8886415451311;3,01697823539864;0,319021447356506;951,089039578431;26,1942364035345;6,16858136846032;162,502571842417;;
220;22;11,884179622745;383,252818967228;40,1341393890434;3,34083972861762;0,362580921534058;1116,54234859797;27,483592394215;6,90491622870515;203,223585105899;;
230;23;12,0075867721433;424,209038329898;44,4230644416473;3,66378340811977;0,399073463759514;1267,60131522536;28,1754284722195;7,65101565280453;248,979292022645;;
240;24;12,126611897837;464,388399197096;48,6306370668201;3,97588398001619;0,425837200265651;1393,23592057431;28,277532168145;8,38507104258851;298,377531744563;;
250;25;12,2411099860449;502,737438061013;52,6465388293897;4,26866514002159;0,441788014254151;1486,75346364614;27,8675865910085;9,08754245279214;349,692121630122;;
260;26;12,3509415384836;538,447268649875;56,3860633611978;4,5359457897361;0,447446584170025;1546,69266021143;27,0679741583832;9,74319706789106;401,134254045441;;
270;27;12,4559727423247;570,999617138475;59,7949371568368;4,77414767061648;0,444522542968781;1576,12031627001;26,0158083268823;10,3420602262981;451,102284816778;;
280;28;12,5560756332252;600,156663792084;62,8482557931411;4,98212115627801;0,435306399562127;1580,95478927743;24,8380968282523;10,8793205441691;498,347929158247;;
290;29;12,6511282512321;625,91300607096;65,5454535174994;5,16066215967945;0,422116727320618;1568,13326311977;23,6368739096354;11,3545062243837;542,040010112769;;
300;30;12,7797624772398;648,493286225542;67,9100548102172;5,29580664876193;0,408733317104751;1565,20424029289;22,7945666178342;11,7703253574257;581,85445140385;;
310;31;12,8643734226123;668,584036997961;70,0139532084172;5,42693350088656;0,392842049218591;1534,42798890746;21,6833891067772;12,1416218668627;618,465387321392;;
320;32;12,9436056898135;685,922459463149;71,829628474366;5,53610235420779;0,37736426927309;1501,37516884494;20,6980294857853;12,4621493136961;650,958705685452;;
330;33;13,0173627465307;700,847452069573;73,3925699688627;5,6266322213934;0,362942313484375;1468,82228938452;19,8355211610748;12,73811312015;679,595336964755;;
340;34;13,0855547311516;713,685452550432;74,7369621697181;5,70162065979606;0,349885897230215;1438,35299517656;19,0910827526166;12,9754976356152;704,720786151165;;
350;35;13,1480985622472;724,733601810127;75,893921598156;5,76383456080207;0,338278510120868;1410,67149799867;18,4533384121113;13,1797758121383;726,708412749086;;
360;36;13,2049180397934;734,251981569211;76,8906839469324;5,81566181548054;0,328065713771943;1385,89588069626;17,9078927487884;13,3557542475355;745,922396597164;;
370;37;13,2559439380092;742,461776257372;77,750411594228;5,85911131977646;0,319119547732805;1363,79160686894;17,4396761972902;13,5075310117179;762,69621782412;;
380;38;13,3011140896976;749,547029619709;78,4923775550185;5,89584075946654;0,311281495910713;1343,94034050982;17,0343441365625;13,6385226395393;777,322372567287;;
390;39;13,3403734619867;755,65831636825;79,1323499755041;5,92719782420294;0,304388830096664;1325,85278193899;16,6790095747258;13,7515285649293;790,049541438348;;
400;40;13,4123864844924;760,989080969052;79,6905863118089;5,9370797954492;0,302178096247947;1337,65398675818;16,7218934885785;13,8488117064618;801,23561116138;;
410;41;13,4396880631392;766,094981791529;80,2252749694635;5,96552565061342;0,295710800049115;1317,0351992715;16,3531286071672;13,9434894174789;812,023555876895;;
420;42;13,4609571962728;770,380347671063;80,6740374130267;5,99005932739482;0,290009048099777;1297,78277933714;16,0332151856116;14,0229902550935;821,133524715975;;
430;43;13,4761679707305;773,93781029184;81,0465740093089;6,01149875266222;0,284932062563169;1279,39072469078;15,7413234290102;14,089083467482;828,734695949409;;
440;44;13,4853018545269;776,840423829025;81,3505349732695;6,03047272526731;0,280365241508754;1261,44644302473;15,4699015124807;14,1431320045072;834,962605634254;;
450;45;13,4883477194314;779,145413009366;81,5919128639876;6,04747212976334;0,276214739800659;1243,61439220667;15,2129558502027;14,1862037763487;839,924847441788;;
460;46;13,4853018545269;780,897532355046;81,7753943638373;6,06287911920836;0,27240478132711;1225,62996974532;14,9657954023268;14,219133991114;843,706691625399;;
470;47;13,4761679707305;782,131821028778;81,9046487651784;6,07699076160539;0,268874786610004;1207,29097665444;14,7247969694405;14,2425763680743;846,375929450666;;
480;48;13,4609571962728;782,875827398093;81,9825609261715;6,09003794017159;0,265576654758065;1188,44846875399;14,4872000197576;14,2570445500609;847,986933049263;;
490;49;13,4396880631392;783,151383746391;82,0114171180761;6,10220030037359;0,262472355139472;1168,9979889032;14,2509330486367;14,262945177823;848,58398636913;;
500;50;13,4510515267225;783,049487520687;82,0007465707945;6,0960443790691;0,264047183518555;1178,99748284938;14,3818660126235;14,2606040426107;848,363181344629;;
510;51;13,4177507653305;783,047083159922;82,0004947867362;6,11166670868357;0,260036204781817;1152,48587185596;14,0552124362645;14,2617542386643;848,357971538483;;
520;52;13,3784913930414;782,468054439796;81,9398590439218;6,12552103012266;0,256439281813822;1126,59705627794;13,757089970341;14,2522602463667;847,10378894348;;
530;53;13,3333212413531;781,359770750967;81,8237998530986;6,1379880850747;0,253170416691952;1101,00835367288;13,4707221609275;14,2330491465245;844,705821566256;;
540;54;13,2822953431372;779,759639671417;81,6562345264808;6,14934685565384;0,250165610016574;1075,49807079455;13,1923411142325;14,2048184792768;841,249651718814;;
550;55;13,225475865591;777,69735075917;81,4402721471626;6,15981103315271;0,247375026772561;1049,91080606178;12,9191518904523;14,1681211516893;836,805703786526;;
560;56;13,1629320344954;775,196822032796;81,1784174040689;6,16954464474886;0,244759930119172;1024,14362640078;12,6491124196969;14,1234018216557;831,43319541225;;
570;57;13,0947400498745;772,277694972893;80,8727271481376;6,17867403148002;0,242290202160224;998,13463583194;12,3807595231745;14,0710248607585;825,183197136806;;
580;58;13,0209829931573;768,956476082509;80,5249299362413;6,18729698684401;0,239942373976381;971,853707707708;12,1130728566584;14,0112957180186;818,10097537576;;
590;59;12,9417507259561;765,247404169467;80,1365168527756;6,19548970364003;0,23769807992596;945,29507369686;11,8453693811695;13,9444771585701;810,227767410043;;
600;60;12,8957458261836;761,234204877865;79,7162556262587;6,18474115956151;0,240639796749061;946,824474480706;11,9327152655606;13,8708015497792;801,751869913433;;
610;61;12,8058592880436;757,375925366206;79,3122175603677;6,19706940492447;0,237263813721782;914,155997038764;11,5776285994604;13,801575029963;793,645183531727;;
620;62;12,7108066700367;753,017779011837;78,8558335636749;6,20791416329557;0,23426920943412;882,667591384953;11,2517558335743;13,7231048545509;784,537763428926;;
630;63;12,6107037791362;748,206395865458;78,3519867234318;6,21761333672624;0,23157119514084;852,050115540349;10,9391230626385;13,6363016595131;774,544234253038;;
640;64;12,5056725752951;742,979299650511;77,8046065145766;6,22641148904105;0,229107667750009;822,097665731652;10,6363521658873;13,541863683084;763,759843486896;;
650;65;12,3958410228563;737,367039144696;77,2168919974728;6,23449503820559;0,226830673139897;792,669967990203;10,3409863973772;13,4403583014577;752,26496067145;;
660;66;12,2813429346484;731,39499980278;76,5915015305972;6,2420065411557;0,224703160189902;763,67642694878;10,0512656735754;13,3322559645874;740,128906896381;;
670;67;12,1623178089547;725,084767774929;75,9306956101986;6,24905549016368;0,222696436322179;735,063637905519;9,76595450272445;13,2179557578654;727,412829067124;;
680;68;12,0389106595564;718,455153041215;75,2364440126878;6,25572645163158;0,220788194744894;706,805715481538;9,48421103134263;13,0978045825389;714,171838309366;;
690;69;11,9112718390557;711,522954223597;74,5105058855565;6,2620851896773;0,218960997109092;678,896860369743;9,20548782597994;12,9721114982828;700,456586323846;;
700;70;11,8180921448886;704,369044677746;73,7613502663924;6,24774458226851;0,223070380620783;675,533130551161;9,25703855174092;12,8411584118471;686,442107072794;;
710;71;11,6824614730842;697,423806352135;73,034046645244;6,25842569669305;0,220013546823013;643,598649562924;8,90697051017305;12,7154877278453;672,971896445587;;
720;72;11,5430803579182;690,088291884558;72,2658734040779;6,26778846773077;0,21731527602215;613,222444978118;8,58584978795136;12,5825775338852;658,8896886233;;
730;73;11,4001186138096;682,407103438665;71,4615012703212;6,27613789889991;0,214894257631414;584,138121943044;8,27933697590503;12,443295435581;644,303470331857;;
740;74;11,2537504176219;674,417033873571;70,6247831829818;6,28369503133185;0,21269094465874;556,164760016351;7,98458415385268;12,2983243734765;629,30394505904;;
750;75;11,1041540964559;666,148843809631;69,7589403865336;6,2906295506093;0,210659088195072;529,174940430556;7,69951611012459;12,1482342011277;613,968301534211;;
760;76;10,9515119103853;657,628783237314;68,8667217734157;6,29707206884212;0,208762747404113;503,080950310291;7,42263900974027;11,9935101977654;598,363397151855;;
770;77;10,7960098304013;648,879734394924;67,9505235659028;6,30312342049651;0,206973955819956;477,824202605431;7,15289505709088;11,8345744900592;582,548131940873;;
780;78;10,6378373118349;639,922067911829;67,0124789712098;6,30886168478604;0,205270916203549;453,367185448596;6,88955250141724;11,6718021035111;566,575208283564;;
790;79;10,4771870635354;630,774282485084;66,0545251682674;6,31434748131994;0,203636614089227;429,687372389777;6,63212258866884;11,505532958589;550,492427424158;;
800;80;10,3527076076507;621,511063495751;65,0844831915092;6,29615512466109;0,209033156328361;425,539278469399;6,66820722506573;11,3360808105937;534,442664470778;;
810;81;10,1876918628971;612,51980673469;64,142921031305;6,30601562380316;0,206116416192947;399,855076879418;6,35919634662792;11,1728613241914;519,091199830187;;
820;82;10,0207936701074;603,278534407627;63,1751773035331;6,31470910474578;0,203528668229759;375,746185465088;6,07687985114984;11,0049743387397;503,545985736831;;
830;83;9,85221636902071;593,826305989524;62,1853423066465;6,32249302949644;0,201198756185069;353,012223834694;5,80924494645635;10,8331776580453;487,89038317754;;
840;84;9,68216534511116;584,196245088189;61,1768847365739;6,32955385853494;0,199074723831743;331,509696774681;5,55416507958771;10,6580845158806;472,194490133618;;
850;85;9,51084777935702;574,416768040024;60,1527803449592;6,33603558433913;0,197116044556795;311,130292900873;5,31006060107908;10,4802201033665;456,517689819035;;
860;86;9,3384723958227;564,512678234511;59,1156265365484;6,3420490052064;0,195291295567581;291,791767084977;5,07576587636579;10,3000420577274;440,910856797422;;
870;87;9,16524920736064;554,505995430399;58,0677292149726;6,34767880013845;0,193576334413232;273,430984132273;4,85042773738155;10,11795599244;425,418023063079;;
880;88;8,99138925974299;544,416582969182;57,011168464387;6,35298890656109;0,191952884288018;255,998647580477;4,63342804304203;9,93432724504845;410,077634302246;;
890;89;8,81710437453487;534,26262109388;55,9478481152958;6,3580265881614;0,190407447950031;239,455329398308;4,42432469096283;9,74948974451481;394,923496673691;;
900;90;8,68096547786718;524,109330362088;54,8845980481852;6,33471006994142;0,197517284555144;237,067392649214;4,46464261972787;9,5637526868705;380,055634154551;;
910;91;8,50646799435468;514,290484531156;53,8563709674815;6,34393651343498;0,194717032291421;219,894510759632;4,22298258676806;9,38515966889129;365,948836536865;;
920;92;8,33218310914656;504,371173674148;52,8176232143634;6,35206154442479;0,192236816300153;204,021347342431;4,0045204633054;9,20464551748755;351,968589255854;;
930;93;8,15832316152892;494,382708420706;51,7716336301392;6,35927637013771;0,190023250233623;189,309358773494;3,7997060140459;9,0228174128408;338,165997710119;;
940;94;7,98509997306685;484,352278696558;50,7212495370338;6,3657132395902;0,188039469083995;175,651846403906;3,60708368386613;8,84017767505535;324,583237128026;;
950;95;7,81272458953253;474,303665859144;49,6689613128531;6,37146966913034;0,18625827912868;162,961780355624;3,42553022856791;8,65716510484692;311,255013345862;;
960;96;7,64140702377838;464,257929171068;48,616974278312;6,37661449047747;0,184660647983715;151,166996527581;3,25417711969989;8,47416781512529;298,209896826039;;
970;97;7,47135599986884;454,233934891467;47,5672641033507;6,38119247423966;0,183234520026977;140,206521824774;3,09235042512081;8,29153312193392;285,471360890951;;
980;98;7,30277869878219;444,248763575586;46,5216194594445;6,38522783096746;0,181973900374113;130,027781713844;2,93952429641875;8,10957515943771;273,058593078528;;
990;99;7,13588050599244;434,318023228799;45,481674813014;6,38872682817779;0,180878156996166;120,584492669252;2,79528501900937;7,92858073542816;260,987133048136;;
1000;100;7,00911745596483;424,495122057845;44,453023058117;6,35679672195578;0,190785214554781;120,530610847071;2,85446480522989;7,74881382777412;249,315225186532;;
1010;101;6,84618520551362;415,055335799436;43,464491001083;6,36365922368606;0,188673409081137;111,075750696839;2,69267307297907;7,57685757602793;238,350131255775;;
1020;102;6,68553495721418;405,649628831912;42,4795277188706;6,36915750905699;0,186974529463199;102,507011055092;2,54996939430541;7,40545450562963;227,669869478229;;
1030;103;6,52736243864779;396,300640734028;41,5005040225073;6,37338215055083;0,185665019885875;94,7340058543257;2,41900435866879;7,23504527101001;217,296605324441;;
1040;104;6,37186035866372;387,028283407002;40,5295050813104;6,37637216669052;0,184736017807389;87,6825064261566;2,2988088603887;7,06599738037811;207,247261267753;;
1050;105;6,21921817259318;377,850092803313;39,5683672558398;6,37813582125356;0,184187197010635;81,2885627876807;2,18859303553091;6,89863425720114;197,534273353321;;
1060;106;6,06962185142715;368,781619641195;38,6187190134211;6,37865418653675;0,18402577002154;75,4963884846715;2,08770717316314;6,73324252489479;188,166335586529;;
1070;107;5,92325365523944;359,836738768466;37,682013324649;6,37788397385123;0,184265606504027;70,2567253784818;1,99561100082263;6,57007777390723;179,149003513238;;
1080;108;5,78029191113081;351,027894583349;36,7595533637946;6,37575981587953;0,184926423795628;65,5255861507821;1,91184961336272;6,40936913571513;170,485187345719;;
1090;109;5,64091079596489;342,366296294293;35,8525129563642;6,37219615856109;0,18603300666309;61,2632920640852;1,83603466439547;6,25132292069793;162,17555843548;;
1100;110;5,54341527462629;333,892729772229;34,9651631885654;6,32328740122845;0,2009602956897;62,8065782049798;1,9211089912918;6,09612552313699;154,247210322052;;
1110;111;5,4117002912647;325,826287503848;34,1204473708311;6,32085353105942;0,201690511176376;58,6474732859754;1,83733037855367;5,94898712013209;146,884386208594;;
1120;112;5,284061470764;317,892988657936;33,2896742990119;6,31601345338387;0,203139096890355;54,9869625907698;1,76841066435923;5,80422811850765;139,818710166684;;
1130;113;5,16065432136573;310,107074403402;32,4743353047556;6,3087226793827;0,205312249381373;51,7716252683429;1,7087828555008;5,66212915630542;133,053633906338;;
1140;114;5,04162919567202;302,48103575086;31,6757384435711;6,29889484844843;0,208224704194287;48,9561870728226;1,65780113475632;5,52292091495692;126,590086207546;;
1150;115;4,9271311074641;295,025769746552;30,8950248514165;6,28642209761464;0,211893047804001;46,5009358488173;1,61491398690083;5,38680459541094;120,426841767491;;
1160;116;4,81729955502538;287,750799707317;30,1331918076503;6,27117924089359;0,216333762208374;44,3708646059155;1,57964697672509;5,2539560067223;114,560914356556;;
1170;117;4,71226835118425;280,664457877011;29,3911118627661;6,25302797659463;0,221561168096419;42,5349884089128;1,55158910923388;5,1245289546543;108,987886452858;;
1180;118;4,61216546028378;273,774038109259;28,669548827292;6,23182122455996;0,227585278021443;40,9657991970872;1,53038207626066;4,99865807184672;103,702187191484;;
1190;119;4,51711284227686;267,085924689285;27,9691712619808;6,20740766785701;0,234409588545657;39,6388294868693;1,51571182232107;4,87646120335634;98,6973280840634;;
1200;120;4,46523229400616;260,629753017177;27,2930825785205;6,12703833905984;0,256043070059374;41,8222916709023;1,62755607693333;4,75804143883428;93,9834487714202;;
1210;121;4,38062134863372;254,578274900534;26,6593733030152;6,10027382555487;0,262965986489482;40,5573297189178;1,61012327009486;4,64749156596371;89,6697731765799;;
1220;122;4,30138908143252;248,71587923434;26,0454646944502;6,06942695904004;0,270771658543594;39,53593551305;1,60393384588241;4,54035680067993;85,5875155854362;;
1230;123;4,22763202471535;243,050224409068;25,4521587375615;6,03445938482891;0,279396881842586;38,7325171267943;1,60479346880028;4,43679244621291;81,7326246509451;;
1240;124;4,15944004009442;237,587971741678;24,8801530037956;5,99533069984946;0,288768927503924;38,1256883769529;1,61232123313378;4,33692165581195;78,1002263890625;;
1250;125;4,09689620899881;232,334855352851;24,3300479688367;5,95202063883001;0,298800420528947;37,6971674547946;1,62619319572978;4,2408504264638;74,684784049635;;
1260;126;4,04007673145258;227,29581785668;23,8023612219971;5,90453529708568;0,309388937270468;37,4314155172168;1,64613528007927;4,14867010507663;71,4802861880809;;
1270;127;3,98905083323676;222,475129006039;23,2975398907302;5,8529128246674;0,320417353576396;37,3153372031215;1,67191755887221;4,06045957807482;68,4804061210068;;
1280;128;3,94388068154837;217,876490324909;22,8159715977019;5,79722842236148;0,331755016986342;37,3380326006174;1,70334966814976;3,97628720071562;65,678637426045;;
1290;129;3,90462130925932;213,503128216203;22,3579942110187;5,73759846182597;0,343259773760563;37,4905922912307;1,74027715450007;3,89621251234085;63,0684093745232;;
1300;130;3,90918580014755;209,377443183546;21,9259535058202;5,6192221404173;0,364177574939127;39,9148743741821;1,88040653357639;3,82028777563469;60,6545209349263;;
1310;131;3,88188422150074;205,641120781953;21,5346867580059;5,55737628346357;0,374105711402561;40,1499217127975;1,91821861946168;3,75185414626456;58,5090864362529;;
1320;132;3,86061508836722;202,119194663649;21,1658715353787;5,49185519343875;0,383887277285571;40,5261977788811;1,96525308174843;3,68730571327609;56,5221288784715;;
1330;133;3,84540431390947;198,816114835728;20,8199738415688;5,42300873921299;0,393360103023015;41,0373176554354;2,0183220703211;3,6267354605104;54,6898280932033;;
1340;134;3,83627043011311;195,73596952404;20,497421794565;5,35121031189162;0,402373392263648;41,6792146169525;2,07731320978305;3,57021852654949;53,0083975180021;;
1350;135;3,83322456520859;192,882516410211;20,1986088978482;5,27686837679783;0,410789729915448;42,4497361088385;2,14215656076096;3,51782385289244;51,4741423706261;;
1360;136;3,83627043011311;190,259274767084;19,9239036887903;5,20042236111658;0,418489119934186;43,3485369061575;2,21282216753426;3,46961587704398;50,0835456018281;;
1370;137;3,84540431390947;187,869610189564;19,6736586116486;5,12233745876516;0,425372414851389;44,3770041139499;2,28931824085054;3,42565608793401;48,833343592076;;
1380;138;3,86061508836722;185,7168132978;19,4482182593423;5,0430985861115;0,431363929960803;45,5382112787826;2,37168987645685;3,38600446920012;47,720593764777;;
1390;139;3,88188422150074;183,804173554858;19,2479271036213;4,96320375659841;0,436413094451816;46,8368994180509;2,46001821455738;3,35072085155697;46,7427360250138;;
1400;140;3,946898780716;182,152120136122;19,0749244826247;4,83649814493478;0,442432360932583;49,9088406302049;2,63977502131296;3,31986619145312;45,9062538337805;;
1410;141;3,98019954210801;180,888076368797;18,9425541353213;4,76215572714705;0,444859963880928;51,4636385200354;2,73416989308581;3,29641592636257;45,2713320643449;;
1420;142;4,01945891439706;179,862677503665;18,8351746225144;4,68828550977009;0,446486179410712;53,1953206529836;2,8382081728974;3,2772925496466;44,7595283039542;;
1430;143;4,06462906608544;179,08135695104;18,7533549295737;4,61540624604937;0,447341117850152;55,1142882802208;2,94942079651943;3,26260439657302;44,3715035956137;;
1440;144;4,11565496430127;178,549762105551;18,6976864502527;4,5440032391821;0,447474516737048;57,2331715530753;3,06801200578803;3,25245394790951;44,1084650130567;;
1450;145;4,17247444184749;178,273770045026;18,6687846306726;4,4745364185377;0,446952149060514;59,5668609994109;3,19422751426854;3,24694773113433;43,9722096925927;;
1460;146;4,2350182729431;178,259558224165;18,667296372345;4,40743687693389;0,44585243697651;62,13261607529;3,32835295661817;3,24619761829816;43,9651991238745;;
1470;147;4,30321025756404;178,513669262098;18,6939068167096;4,34310428898353;0,44426298962741;64,9501956721906;3,4707120537694;3,25032201696831;44,0906342526358;;
1480;148;4,37696731428121;179,043069324284;18,7493454588717;4,28190519830127;0,442277232423846;68,0420082299186;3,6216643405089;3,25944694568482;44,3525323527463;;
1490;149;4,45619958148241;179,855199309402;18,8343915078808;4,22417211869917;0,439991263007996;71,433278457005;3,78160229453242;3,27370698008896;44,7558064257522;;
1500;150;4,5783597479723;180,974615828914;18,9516165259499;4,13600161632124;0,435750000033714;76,7237407760188;4,03393805828212;3,29324605052012;45,3146593401927;;
1510;151;4,66824628611236;182,533110055805;19,1148216517664;4,09066121064419;0,433226181262029;80,8609063899635;4,20952892171117;3,32109147771867;46,098489980446;;
1520;152;4,76329890411928;184,392608995259;19,3095479158313;4,04922778617986;0,430721822460586;85,4049436007056;4,39838348190265;3,35439041574907;47,0425019080972;;
1530;153;4,86340179501975;186,563707818598;19,5369048418366;4,01193791860424;0,428309504974178;90,3942475439501;4,59839023613754;3,39334424627644;48,1568112090422;;
1540;154;4,96843299886088;189,057522527955;19,7980564947468;3,97898581390388;0,426055244129945;95,8709117030761;4,80999160424204;3,43815453869293;49,4528491210442;;
1550;155;5,0782645512996;191,885612161948;20,0942133341961;3,95053523048135;0,424018007924608;101,880928823787;5,03362411326146;3,48903098208252;50,9434340087631;;
1560;156;5,19276263950752;195,059937369032;20,4266278763007;3,92672101489984;0,422248956763705;108,474243294849;5,2697057760861;3,54619067413266;52,6428694319565;;
1570;157;5,31178776520123;198,592793860186;20,7965877248402;3,90765050129515;0,42079090614696;115,704731231664;5,51862162950087;3,60985695759982;54,5670359703865;;
1580;158;5,4351949145995;202,496718022831;21,2054056871714;3,89340469392745;0,419677964872534;123,630084546469;5,78070740500053;3,68025775474311;56,7334730036314;;
1590;159;5,5628337351002;206,784362122844;21,6544067054137;3,88403917221126;0,418935305961811;132,311572462374;6,05623139705129;3,75762335245545;59,1614456564595;;
1600;160;5,73192274227174;211,487336956201;22,1469010542191;3,85428850933078;0,416518930877213;143,912447356237;6,44037514465322;3,84218359675296;61,8831097763823;;
1610;161;5,86755341407615;216,761660725413;22,69922692075;3,85859350700966;0,416873938294856;154,503574000366;6,7412912184443;3,93749165287945;65,008228592234;;
1620;162;6,00693452924208;222,452103956675;23,295128713317;3,86751477563847;0,417603875657146;166,06795800883;7,05886888320086;4,04034495069552;68,4662321039393;;
1630;163;6,14989627335071;228,570116315409;23,9358054380206;3,88103583725631;0,418695313894344;178,675128137232;7,38992712350625;4,15096440269626;72,2840189844308;;
1640;164;6,29626446953841;235,126068317926;24,6223430927361;3,89910275879958;0,420125547717725;192,393593719467;7,73402169011752;4,26954119302982;76,4900520302276;;
1650;165;6,44586079070444;242,128864689492;25,3556741780675;3,92163299313346;0,421863529458975;207,289534898961;8,09051528878372;4,39624041871171;81,1141317927714;;
1660;166;6,59850297677499;249,585604210789;26,1365420765527;3,94851473740762;0,423870159625253;223,424977936496;8,45856259008463;4,53119492684317;86,1871375250909;;
1670;167;6,75400505675906;257,501228018748;26,9654642228162;3,97960637071031;0,426098746178379;240,855756275107;8,83710010011729;4,67449892302089;91,7406898989617;;
1680;168;6,91217757532544;265,878167836414;27,8426952662873;4,01473610234784;0,42849566391666;259,629311208721;9,2248422716973;4,8262015556365;97,8067318521935;;
1690;169;7,07282782362488;274,716007785362;28,7681916562811;4,05370196826061;0,431001240758976;279,782410731988;9,62028512790034;4,98630072098611;104,417027552077;;
1700;170;7,27294751608885;284,036830530267;29,7442658839219;4,07532758536252;0,432321195814158;305,140967426293;10,1499952043176;5,15473736681325;111,622747579921;;
1710;171;7,43796326084245;294,026664862693;30,790398837755;4,12493962299171;0,435155388236121;328,525497416962;10,5520511044555;5,33586938609373;119,612571776004;;
1720;172;7,60486145363219;304,447615704193;31,8816782046392;4,17730852933828;0,437848090635659;353,313318504514;10,9595277297345;5,52486186843838;128,241487576703;;
1730;173;7,77343875471885;315,284391573781;33,0165026645084;4,23213925979547;0,440330176806818;379,472774553268;11,3662808646539;5,7214577627843;137,533449267968;;
1740;174;7,94348977862839;326,517978920879;34,1928811230997;4,28910561150039;0,442534452670503;406,952518096156;11,7700546481572;5,92531777187395;147,508685193866;;
1750;175;8,11480734438254;338,125658709509;35,4084344486451;4,34786487520228;0,444398254228245;435,681996785597;12,1685991796346;6,13603484501744;158,182942405597;;
1760;176;8,28718272791686;350,081219092654;36,6604177430779;4,40806306558834;0,445865356474143;465,572267871647;12,559726954701;6,3531378592003;169,566875601211;;
1770;177;8,46040591637893;362,35527032003;37,9457533190959;4,46934063950132;0,446887686105706;496,517566529043;12,9413683894994;6,57609717222069;181,665541366748;;
1780;178;8,63426586399657;374,915652786654;39,2610734309052;4,53133850527837;0,447426734177173;528,397569280831;13,3116232630189;6,8043318932451;194,478026160496;;
1790;179;8,80855074920469;387,727923397592;40,6027712062149;4,59370409558958;0,447454581113966;561,08023562;13,6688050852772;7,03721861074586;207,99722987053;;
1800;180;9,02003776527766;400,792508389531;41,9708912804245;4,63700345440594;0,447164289615394;602,080845268193;14,1945149683951;7,2741012273303;222,250416188569;;
1810;181;9,19453524879016;414,337859871101;43,3893571012368;4,70312074816618;0,446221561151069;636,359492759484;14,5079139740947;7,52054780508957;237,526806458948;;
