;Sec;Wind;Rpm;Lambda;Cp;Power;Torque;LoadTorque;JTorque;
1470;147;5;300,974607466331;6,3035966258944;0,206833765230327;47,4344730589555;1,50499709528051;1,50487673896388;3,82198919446353E-06;
1480;148;5;300,974834469643;6,30360143162204;0,206832341267243;47,4341464926502;1,50498558664247;1,50487749672003;3,43246231970795E-06;
1490;149;5;300,975038337369;6,3036057475625;0,206831062426793;47,4338532082204;1,50497525092086;1,5048781772472;3,08263455828239E-06;
1500;150;5;300,975221427405;6,30360962363313;0,206829913919363;47,4335898138725;1,50496596857893;1,50487878841643;2,76846003721687E-06;
1510;151;5;300,975385857344;6,30361310466397;0,206828882462474;47,4333532634526;1,50495763226196;1,50487933729645;2,48630512444947E-06;
1520;152;5;300,975533528962;6,3036162309162;0,20682795612721;47,4331408212284;1,50495014555587;1,50487983023567;2,23290655831931E-06;
1530;153;5;300,975666150218;6,30361903854779;0,206827124200293;47,4329500302573;1,5049434218723;1,50488027293544;2,00533362715305E-06;
1540;154;5;300,975785255001;6,30362156003163;0,206826377060218;47,4327786839797;1,50493738344729;1,50488067051606;1,8009542923636E-06;
1550;155;5;300,975892220873;6,30362382453111;0,206825706066007;47,4326248007063;1,50493196044212;1,50488102757598;1,61740475412842E-06;
1560;156;5;300,975988285;6,30362585823742;0,20682510345728;47,4324866007012;1,50492709013552;1,50488134824498;1,45256211325773E-06;
1570;157;5;300,976074558462;6,30362768467242;0,206824562264533;47,4323624856044;1,50492271619844;1,50488163623195;1,30451982549573E-06;
1580;158;5;300,976152039099;6,30362932496069;0,206824076228533;47,4322510199472;1,50491878804257;1,5048818948678;1,17156567647214E-06;
1590;159;5;300,976221623056;6,30363079807389;0,20682363972794;47,4321509145531;1,5049152602353;1,5048821271439;1,05216189361101E-06;
1600;160;5;300,976284115145;6,30363212105012;0,206823247714306;47,4320610116297;1,5049120919743;1,50488233574683;9,44927490920122E-07;
1610;161;5;300,976340238153;6,30363330919102;0,20682289565369;47,4319802713801;1,50490924661566;1,50488252308928;8,48622185856129E-07;
1620;162;5;300,976390641205;6,30363437623873;0,20682257947422;47,4319077599769;1,50490669125003;1,5048826913381;7,62132117415604E-07;
1630;163;5;300,976435907266;6,30363533453481;0,20682229551901;47,4318426387635;1,50490439632209;1,50488284243927;6,84456933797151E-07;
1640;164;5;300,976476559889;6,30363619516301;0,206822040503866;47,4317841545553;1,50490233528868;1,50488297814046;6,14698265621882E-07;
1650;165;5;300,976513069266;6,30363696807747;0,2068218114793;47,4317316309281;1,50490048431181;1,5048831000112;5,52049270297061E-07;
1660;166;5;300,976545857669;6,30363766221779;0,206821605796429;47,4316844603966;1,50489882198302;1,50488320946108;4,95785343446187E-07;
1670;167;5;300,976575304333;6,3036382856125;0,206821421076328;47,4316420973878;1,5048973290757;1,50488330775599;4,45255725622928E-07;
1680;168;5;300,976601749841;6,30363884547184;0,206821255182527;47,4316040519312;1,50489598832278;1,50488339603284;3,99875993650767E-07;
1690;169;5;300,976625500067;6,30363934827125;0,206821106196297;47,431569883993;1,50489478421702;1,50488347531266;3,59121292703435E-07;
1700;170;5;300,976646829709;6,30363979982616;0,206820972394456;47,4315391983851;1,5048937028316;1,5048835465124;3,22520229190104E-07;
1710;171;5;300,976665985468;6,30364020535933;0,206820852229447;47,4315116401965;1,5048927316591;1,50488361045557;2,89649488394161E-07;
1720;172;5;300,976683188903;6,3036405695612;0,206820744311434;47,4314868906877;1,50489185946684;1,50488366788177;2,60128883766697E-07;
